start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	55	ARANAĞME	A1	INSTRUMENTAL		ARANAGME
56	109	ARANAĞME	A1	INSTRUMENTAL		ARANAGME
110	145	VOCAL_SECTION	B1	B1	Mânî oluyor halimi takrîre hicâbım  	VOCAL_SECTION
146	181	VOCAL_SECTION	B2	B1	Mânî oluyor halimi takrîre hicâbım  	VOCAL_SECTION
182	211	VOCAL_SECTION	C1	C1	Üzme yetişir üzme firâkınla harâbım  	VOCAL_SECTION
212	244	VOCAL_SECTION	D1	C1	Üzme yetişir üzme firâkınla harâbım  	VOCAL_SECTION
245	278	VOCAL_SECTION	E1	D1	Mahvoldu sükûnum beni terkeyledi hâbım  	VOCAL_SECTION
279	311	VOCAL_SECTION	E2	D1	Mahvoldu sükûnum beni terkeyledi hâbım  	VOCAL_SECTION
312	341	VOCAL_SECTION	C1	C1	Üzme yetişir üzme firâkınla harâbım  	VOCAL_SECTION
342	375	VOCAL_SECTION	D2	C1	Üzme yetişir üzme firâkınla harâbım  	VOCAL_SECTION
